"x","y","n","distinct sides","Elapsed Time (ms)"
384,2304,50,97,299
384,2432,50,98,352
384,2560,50,98,400
384,2688,50,95,397
384,2816,50,96,433
384,2944,50,98,435
384,3072,50,98,527
384,3200,50,98,431
384,3328,50,98,462
384,3456,50,95,531
384,3584,50,96,571
384,3712,50,96,574
384,3840,50,96,604
384,3968,50,97,614
384,4096,50,96,681
384,4224,50,98,726
384,4352,50,98,752
384,4480,50,96,799
384,4608,50,97,771
384,4736,50,98,778
384,4864,50,95,804
384,4992,50,98,867
384,5120,50,99,920
384,5248,50,97,918
384,5376,50,96,938
384,5504,50,96,961
384,5632,50,98,1132
384,5760,50,93,945
384,5888,50,98,1066
384,6016,50,98,1107
384,6144,50,97,1068
384,6272,50,99,1159
384,6400,50,94,1138
384,6528,50,99,1354
384,6656,50,98,1242
384,6784,50,96,1258
384,6912,50,97,1284
384,7040,50,94,1288
384,7168,50,95,1400
384,7296,50,96,1342
384,7424,50,97,1394
384,7552,50,95,1432
384,7680,50,95,1484
384,7808,50,96,1554
384,7936,50,92,1346
384,8064,50,99,1651
384,8192,50,95,1571
512,128,50,88,17
512,256,50,90,36
512,384,50,88,38
512,512,50,92,41
512,640,50,92,69
512,768,50,90,75
512,896,50,93,111
512,1024,50,96,153
512,1152,50,92,140
512,1280,50,96,197
512,1408,50,97,187
512,1536,50,97,244
512,1664,50,98,249
512,1792,50,96,294
512,1920,50,95,345
512,2048,50,97,337
512,2176,50,97,400
512,2304,50,97,426
512,2432,50,96,428
512,2560,50,94,450
512,2688,50,98,536
512,2816,50,98,578
512,2944,50,96,634
512,3072,50,95,641
512,3200,50,93,652
512,3328,50,96,716
512,3456,50,95,756
512,3584,50,96,751
512,3712,50,96,746
512,3840,50,95,777
512,3968,50,99,880
512,4096,50,94,917
512,4224,50,98,913
512,4352,50,97,1019
512,4480,50,97,1000
512,4608,50,96,1003
512,4736,50,97,1145
512,4864,50,95,946
512,4992,50,98,1170
512,5120,50,98,1237
512,5248,50,97,1225
512,5376,50,96,1281
512,5504,50,96,1230
512,5632,50,97,1247
512,5760,50,99,1479
512,5888,50,97,1261
512,6016,50,99,1551
512,6144,50,97,1431
512,6272,50,97,1625
512,6400,50,96,1714
512,6528,50,98,1878
512,6656,50,94,1567
512,6784,50,96,1748
512,6912,50,97,1724
512,7040,50,98,1785
512,7168,50,97,1982
512,7296,50,96,1877
512,7424,50,98,1983
512,7552,50,100,2203
512,7680,50,98,2146
512,7808,50,92,1992
512,7936,50,98,2149
512,8064,50,97,2278
512,8192,50,97,2087
640,128,50,88,22
640,256,50,93,44
640,384,50,93,64
640,512,50,95,78
640,640,50,94,70
640,768,50,94,107
640,896,50,96,166
640,1024,50,96,190
640,1152,50,96,216
640,1280,50,94,238
640,1408,50,96,262
640,1536,50,96,290
640,1664,50,98,306
640,1792,50,97,375
640,1920,50,96,435
640,2048,50,97,495
640,2176,50,95,401
640,2304,50,97,411
640,2432,50,95,510
640,2560,50,98,713
640,2688,50,99,811
640,2816,50,98,645
640,2944,50,96,849
640,3072,50,97,890
640,3200,50,97,900
640,3328,50,99,927
640,3456,50,97,989
640,3584,50,98,1069
640,3712,50,98,1036
640,3840,50,100,1135
640,3968,50,95,1210
640,4096,50,97,1158
640,4224,50,98,1251
640,4352,50,96,1247
640,4480,50,96,1263
640,4608,50,98,1366
640,4736,50,96,1647
640,4864,50,96,1496
640,4992,50,98,1578
640,5120,50,98,1549
640,5248,50,98,1697
640,5376,50,99,1977
640,5504,50,97,1667
640,5632,50,99,1875
640,5760,50,100,2010
640,5888,50,100,1993
640,6016,50,97,2045
640,6144,50,98,2284
640,6272,50,97,2325
640,6400,50,98,2347
640,6528,50,96,2363
640,6656,50,96,2359
640,6784,50,100,2644
640,6912,50,96,2523
640,7040,50,99,2439
640,7168,50,99,2445
640,7296,50,98,2669
640,7424,50,98,2726
640,7552,50,95,2720
640,7680,50,99,2725
640,7808,50,96,2909
640,7936,50,94,2795
640,8064,50,98,3027
640,8192,50,97,3206
768,128,50,84,28
768,256,50,88,54
768,384,50,92,79
768,512,50,90,96
768,640,50,95,115
768,768,50,94,111
768,896,50,93,161
768,1024,50,97,206
768,1152,50,95,235
768,1280,50,96,289
768,1408,50,99,328
768,1536,50,95,349
768,1664,50,96,398
768,1792,50,97,494
768,1920,50,97,485
768,2048,50,98,549
768,2176,50,99,569
768,2304,50,98,594
768,2432,50,97,732
768,2560,50,99,765
768,2688,50,96,865
768,2816,50,98,831
768,2944,50,97,916
768,3072,50,99,1081
768,3200,50,97,1191
768,3328,50,98,1245
768,3456,50,97,1299
768,3584,50,98,1399
768,3712,50,98,1357
768,3840,50,96,1387
768,3968,50,99,1550
768,4096,50,97,1497
768,4224,50,97,1590
768,4352,50,93,1597
768,4480,50,100,1841
768,4608,50,96,1813
768,4736,50,98,2013
768,4864,50,96,2056
768,4992,50,99,2075
768,5120,50,97,2139
768,5248,50,100,2339
768,5376,50,100,2431
768,5504,50,99,2500
768,5632,50,97,2655
768,5760,50,96,2147
768,5888,50,98,2964
768,6016,50,98,2828
768,6144,50,99,2562
768,6272,50,99,2956
768,6400,50,98,3219
768,6528,50,98,3221
768,6656,50,99,3380
768,6784,50,100,3241
768,6912,50,98,3386
768,7040,50,98,3342
768,7168,50,96,3288
768,7296,50,96,3528
768,7424,50,99,3789
768,7552,50,94,3479
768,7680,50,97,3482
768,7808,50,98,3412
768,7936,50,97,3648
768,8064,50,98,3318
768,8192,50,99,3525
896,128,50,93,36
896,256,50,94,69
896,384,50,95,95
896,512,50,94,124
896,640,50,94,136
896,768,50,96,148
896,896,50,93,129
896,1024,50,94,178
896,1152,50,96,237
896,1280,50,93,216
896,1408,50,95,325
896,1536,50,97,427
896,1664,50,95,490
896,1792,50,98,519
896,1920,50,96,565
896,2048,50,94,607
896,2176,50,95,725
896,2304,50,96,778
896,2432,50,97,931
896,2560,50,96,963
896,2688,50,97,1112
896,2816,50,96,830
896,2944,50,97,1262
896,3072,50,100,1317
896,3200,50,100,1291
896,3328,50,99,1455
896,3456,50,98,1426
896,3584,50,99,1685
896,3712,50,98,1512
896,3840,50,96,1655
896,3968,50,96,1880
896,4096,50,96,1747
896,4224,50,96,1986
896,4352,50,95,2026
896,4480,50,100,2165
896,4608,50,96,2021
896,4736,50,95,2435
896,4864,50,100,2520
896,4992,50,99,2349
896,5120,50,98,2220
896,5248,50,97,2355
896,5376,50,96,2534
896,5504,50,98,2557
896,5632,50,97,2566
896,5760,50,95,2376
896,5888,50,99,2565
896,6016,50,98,2489
896,6144,50,98,2741
896,6272,50,98,2945
896,6400,50,98,3050
896,6528,50,96,2840
896,6656,50,96,3255
896,6784,50,97,3470
896,6912,50,98,3470
896,7040,50,98,3481
896,7168,50,99,3714
896,7296,50,100,3633
896,7424,50,98,3351
896,7552,50,99,4075
896,7680,50,97,3814
896,7808,50,97,3302
896,7936,50,97,3940
896,8064,50,98,4492
896,8192,50,99,4782
1024,128,50,90,38
1024,256,50,92,64
1024,384,50,93,95
1024,512,50,93,123
1024,640,50,95,151
1024,768,50,94,174
1024,896,50,94,163
1024,1024,50,95,187
1024,1152,50,93,243
1024,1280,50,96,315
1024,1408,50,97,354
1024,1536,50,94,474
1024,1664,50,95,486
1024,1792,50,96,577
1024,1920,50,95,756
1024,2048,50,99,784
1024,2176,50,96,877
1024,2304,50,93,1113
1024,2432,50,98,1333
1024,2560,50,98,1190
1024,2688,50,99,1233
1024,2816,50,97,1436
1024,2944,50,98,1521
1024,3072,50,98,1494
1024,3200,50,98,1593
1024,3328,50,97,1708
1024,3456,50,97,1679
1024,3584,50,99,1946
1024,3712,50,98,1971
1024,3840,50,99,2136
1024,3968,50,98,2126
1024,4096,50,99,2304
1024,4224,50,97,2294
1024,4352,50,97,2488
1024,4480,50,99,2480
1024,4608,50,100,2483
1024,4736,50,98,2852
1024,4864,50,98,3560
1024,4992,50,99,2997
1024,5120,50,99,3252
1024,5248,50,98,3489
1024,5376,50,99,3317
1024,5504,50,99,3349
1024,5632,50,100,3493
1024,5760,50,100,3706
1024,5888,50,99,3155
1024,6016,50,98,3395
1024,6144,50,98,3738
1024,6272,50,98,3964
1024,6400,50,96,3901
1024,6528,50,98,4324
1024,6656,50,99,3393
1024,6784,50,99,3918
1024,6912,50,98,4320
1024,7040,50,100,4852
1024,7168,50,98,4293
1024,7296,50,99,4916
1024,7424,50,98,4957
1024,7552,50,98,4404
1024,7680,50,98,4924
1024,7808,50,97,4444
1024,7936,50,98,4673
1024,8064,50,99,4969
1024,8192,50,99,5493
1152,128,50,88,44
1152,256,50,92,91
1152,384,50,96,141
1152,512,50,96,187
1152,640,50,98,240
1152,768,50,97,265
1152,896,50,97,249
1152,1024,50,98,260
1152,1152,50,95,223
1152,1280,50,95,294
1152,1408,50,100,415
1152,1536,50,96,458
1152,1664,50,96,530
1152,1792,50,96,632
1152,1920,50,97,739
1152,2048,50,95,813
1152,2176,50,99,811
1152,2304,50,98,937
1152,2432,50,97,1094
1152,2560,50,99,1266
1152,2688,50,96,1286
1152,2816,50,95,1438
1152,2944,50,97,1382
1152,3072,50,97,1565
1152,3200,50,98,1782
1152,3328,50,99,1869
1152,3456,50,98,1779
1152,3584,50,99,1862
1152,3712,50,97,2134
1152,3840,50,97,2170
1152,3968,50,97,2385
1152,4096,50,98,2416
1152,4224,50,98,2716
1152,4352,50,100,2744
1152,4480,50,98,2837
1152,4608,50,96,2902
1152,4736,50,98,2933
1152,4864,50,99,3148
1152,4992,50,98,3199
1152,5120,50,98,3272
1152,5248,50,97,3299
1152,5376,50,98,3519
1152,5504,50,100,3702
1152,5632,50,99,3726
1152,5760,50,100,3752
1152,5888,50,99,4331
1152,6016,50,99,2982
1152,6144,50,99,4101
1152,6272,50,100,4687
1152,6400,50,98,4727
1152,6528,50,100,4882
1152,6656,50,98,5058
1152,6784,50,99,5041
1152,6912,50,96,5447
1152,7040,50,100,4681
1152,7168,50,99,4071
1152,7296,50,98,5297
1152,7424,50,99,5356
1152,7552,50,98,5145
1152,7680,50,97,5141
1152,7808,50,98,5473
1152,7936,50,98,5421
1152,8064,50,100,4956
1152,8192,50,100,5271
1280,128,50,94,52
1280,256,50,94,101
1280,384,50,96,152
1280,512,50,96,193
1280,640,50,95,234
1280,768,50,95,263
1280,896,50,98,320
1280,1024,50,97,289
1280,1152,50,94,205
1280,1280,50,99,275
1280,1408,50,96,249
1280,1536,50,99,390
1280,1664,50,98,519
1280,1792,50,100,594
1280,1920,50,96,626
1280,2048,50,96,823
1280,2176,50,97,971
1280,2304,50,100,1045
1280,2432,50,98,1182
1280,2560,50,99,1221
1280,2688,50,98,1183
1280,2816,50,96,1313
1280,2944,50,99,1611
1280,3072,50,99,1526
1280,3200,50,95,1844
1280,3328,50,98,1851
1280,3456,50,99,2117
1280,3584,50,97,2191
1280,3712,50,100,2466
1280,3840,50,99,2683
1280,3968,50,97,2585
1280,4096,50,99,3111
1280,4224,50,99,2709
1280,4352,50,97,2855
1280,4480,50,96,3142
1280,4608,50,99,3295
1280,4736,50,98,3828
1280,4864,50,99,3499
1280,4992,50,100,3284
1280,5120,50,98,3921
1280,5248,50,99,4493
1280,5376,50,98,3313
1280,5504,50,100,4085
1280,5632,50,99,4050
1280,5760,50,99,3672
1280,5888,50,98,3917
1280,6016,50,97,4353
1280,6144,50,100,5291
1280,6272,50,99,3506
1280,6400,50,99,5751
1280,6528,50,95,4675
1280,6656,50,96,5167
1280,6784,50,98,5217
1280,6912,50,98,6078
1280,7040,50,98,5899
1280,7168,50,98,5006
1280,7296,50,99,5132
1280,7424,50,99,4897
1280,7552,50,98,5550
1280,7680,50,97,5003
1280,7808,50,99,6054
1280,7936,50,98,5801
1280,8064,50,98,5294
1280,8192,50,97,6886
1408,128,50,86,50
1408,256,50,91,114
1408,384,50,91,153
1408,512,50,92,188
1408,640,50,91,284
1408,768,50,96,354
1408,896,50,96,398
1408,1024,50,98,392
1408,1152,50,96,412
1408,1280,50,98,399
1408,1408,50,95,273
1408,1536,50,96,398
1408,1664,50,97,602
1408,1792,50,99,613
1408,1920,50,98,718
1408,2048,50,97,842
1408,2176,50,97,1014
1408,2304,50,97,1088
1408,2432,50,95,1297
1408,2560,50,97,1664
1408,2688,50,98,1555
1408,2816,50,98,1509
1408,2944,50,98,1851
1408,3072,50,98,1851
1408,3200,50,98,1741
1408,3328,50,100,2065
1408,3456,50,98,2782
1408,3584,50,99,2719
1408,3712,50,98,2698
1408,3840,50,98,2371
1408,3968,50,97,2999
1408,4096,50,99,2769
1408,4224,50,99,3150
1408,4352,50,95,3141
1408,4480,50,98,3691
1408,4608,50,98,4083
1408,4736,50,96,3910
1408,4864,50,99,4430
1408,4992,50,99,3982
1408,5120,50,97,4102
1408,5248,50,100,4486
1408,5376,50,100,3949
1408,5504,50,97,4965
1408,5632,50,99,4604
1408,5760,50,99,4526
1408,5888,50,100,3822
1408,6016,50,96,4828
1408,6144,50,98,5858
1408,6272,50,100,5712
1408,6400,50,99,4546
1408,6528,50,100,5889
1408,6656,50,99,4997
1408,6784,50,96,5896
1408,6912,50,99,5523
1408,7040,50,99,6347
1408,7168,50,100,6217
1408,7296,50,100,6510
1408,7424,50,98,6269
1408,7552,50,100,7203
1408,7680,50,99,7028
1408,7808,50,97,7555
1408,7936,50,98,7233
1408,8064,50,98,7108
1408,8192,50,100,8330
1536,128,50,88,58
1536,256,50,92,119
1536,384,50,97,188
1536,512,50,98,248
1536,640,50,96,248
1536,768,50,96,388
1536,896,50,98,439
1536,1024,50,97,497
1536,1152,50,94,547
1536,1280,50,97,584
1536,1408,50,98,405
1536,1536,50,97,325
1536,1664,50,98,592
1536,1792,50,98,719
1536,1920,50,97,755
1536,2048,50,97,1030
1536,2176,50,96,1001
1536,2304,50,98,1350
1536,2432,50,98,1353
1536,2560,50,97,1383
1536,2688,50,95,1070
1536,2816,50,98,1437
1536,2944,50,100,1785
1536,3072,50,98,2335
1536,3200,50,100,2060
1536,3328,50,98,2239
1536,3456,50,97,2394
1536,3584,50,98,3028
1536,3712,50,96,2691
1536,3840,50,98,2502
1536,3968,50,97,2987
1536,4096,50,99,2988
1536,4224,50,97,3257
1536,4352,50,99,3207
1536,4480,50,99,4303
1536,4608,50,97,3384
1536,4736,50,94,3998
1536,4864,50,99,4403
1536,4992,50,100,4204
1536,5120,50,100,3888
1536,5248,50,97,5193
1536,5376,50,99,5015
1536,5504,50,98,4650
1536,5632,50,100,5375
1536,5760,50,98,6122
1536,5888,50,98,5234
1536,6016,50,99,5960
1536,6144,50,99,5531
1536,6272,50,98,5516
1536,6400,50,100,6212
1536,6528,50,99,5851
1536,6656,50,100,7550
1536,6784,50,98,6147
1536,6912,50,99,5340
1536,7040,50,98,6577
1536,7168,50,98,6586
1536,7296,50,100,6577
1536,7424,50,100,7271
1536,7552,50,100,7840
1536,7680,50,99,8059
1536,7808,50,97,7259
1536,7936,50,98,5644
1536,8064,50,100,8433
1536,8192,50,98,8767
1664,128,50,89,58
1664,256,50,93,129
1664,384,50,95,202
1664,512,50,96,250
1664,640,50,96,331
1664,768,50,97,416
1664,896,50,97,488
1664,1024,50,96,608
1664,1152,50,99,734
1664,1280,50,97,706
1664,1408,50,94,643
1664,1536,50,95,554
1664,1664,50,93,538
1664,1792,50,94,561
1664,1920,50,99,828
1664,2048,50,97,953
1664,2176,50,99,962
1664,2304,50,98,1083
1664,2432,50,97,1386
1664,2560,50,100,1600
1664,2688,50,99,1759
1664,2816,50,96,1978
1664,2944,50,98,2167
1664,3072,50,98,2278
1664,3200,50,99,1922
1664,3328,50,97,2485
1664,3456,50,96,2615
1664,3584,50,98,2649
1664,3712,50,98,2893
1664,3840,50,98,3221
1664,3968,50,99,3234
1664,4096,50,98,3601
1664,4224,50,99,3613
1664,4352,50,97,3558
1664,4480,50,98,3851
1664,4608,50,98,3696
1664,4736,50,97,4249
1664,4864,50,96,3361
1664,4992,50,98,4507
1664,5120,50,97,3640
1664,5248,50,97,4641
1664,5376,50,98,5603
1664,5504,50,96,4998
1664,5632,50,97,5694
1664,5760,50,100,5877
1664,5888,50,98,5379
1664,6016,50,98,5834
1664,6144,50,100,6684
1664,6272,50,99,6221
1664,6400,50,98,6954
1664,6528,50,100,6754
1664,6656,50,100,6417
1664,6784,50,99,7105
1664,6912,50,99,7498
1664,7040,50,99,7771
1664,7168,50,99,7036
1664,7296,50,99,7338
1664,7424,50,96,7824
1664,7552,50,100,8503
1664,7680,50,99,10161
1664,7808,50,100,8562
1664,7936,50,100,8972
1664,8064,50,99,8880
1664,8192,50,99,8729
1792,128,50,92,69
1792,256,50,97,145
1792,384,50,96,225
1792,512,50,99,314
1792,640,50,99,391
1792,768,50,96,482
1792,896,50,95,645
1792,1024,50,97,705
1792,1152,50,97,795
1792,1280,50,96,942
1792,1408,50,95,878
1792,1536,50,95,801
1792,1664,50,98,793
1792,1792,50,98,517
1792,1920,50,97,728
1792,2048,50,94,1075
1792,2176,50,98,1317
1792,2304,50,99,1481
1792,2432,50,95,1645
1792,2560,50,97,1695
1792,2688,50,98,2009
1792,2816,50,95,2170
1792,2944,50,98,1937
1792,3072,50,100,2221
1792,3200,50,99,2806
1792,3328,50,99,2781
1792,3456,50,97,3219
1792,3584,50,98,3350
1792,3712,50,98,3643
1792,3840,50,98,3550
1792,3968,50,99,4017
1792,4096,50,99,4409
1792,4224,50,99,3971
1792,4352,50,99,2798
1792,4480,50,98,4554
1792,4608,50,99,3747
1792,4736,50,99,4592
1792,4864,50,96,5164
1792,4992,50,99,4600
1792,5120,50,97,4878
1792,5248,50,100,5388
1792,5376,50,100,5541
1792,5504,50,100,5062
1792,5632,50,97,6122
1792,5760,50,98,6461
1792,5888,50,99,7025
1792,6016,50,99,6987
1792,6144,50,96,7127
1792,6272,50,96,7491
1792,6400,50,98,8374
1792,6528,50,100,7986
1792,6656,50,98,7819
1792,6784,50,97,7716
1792,6912,50,99,8433
1792,7040,50,100,9546
1792,7168,50,98,8992
1792,7296,50,98,8963
1792,7424,50,100,9938
1792,7552,50,100,8579
1792,7680,50,99,9145
1792,7808,50,100,9886
1792,7936,50,98,9784
1792,8064,50,100,10613
1792,8192,50,98,9671
1920,128,50,94,85
1920,256,50,98,176
1920,384,50,96,222
1920,512,50,96,345
1920,640,50,96,367
1920,768,50,95,578
1920,896,50,95,702
1920,1024,50,95,872
1920,1152,50,96,905
1920,1280,50,96,1031
1920,1408,50,97,1048
1920,1536,50,99,898
1920,1664,50,95,971
1920,1792,50,98,656
1920,1920,50,98,856
1920,2048,50,98,975
1920,2176,50,97,1413
1920,2304,50,98,1537
1920,2432,50,95,1457
1920,2560,50,100,1773
1920,2688,50,99,1889
1920,2816,50,96,1943
1920,2944,50,98,2212
1920,3072,50,97,2966
1920,3200,50,97,3223
1920,3328,50,100,2766
1920,3456,50,98,3370
1920,3584,50,100,3784
1920,3712,50,100,3158
1920,3840,50,99,3742
1920,3968,50,100,4077
1920,4096,50,98,4125
1920,4224,50,100,4308
1920,4352,50,100,4645
1920,4480,50,98,5428
1920,4608,50,99,5006
1920,4736,50,99,5362
1920,4864,50,97,5103
1920,4992,50,99,5684
1920,5120,50,99,6064
1920,5248,50,99,6330
1920,5376,50,98,7715
1920,5504,50,97,7005
1920,5632,50,99,6680
1920,5760,50,100,7577
1920,5888,50,97,6439
1920,6016,50,99,8052
1920,6144,50,97,5589
1920,6272,50,99,8213
1920,6400,50,99,8674
1920,6528,50,100,8884
1920,6656,50,98,6821
1920,6784,50,98,9438
1920,6912,50,98,10327
1920,7040,50,99,6593
1920,7168,50,99,8962
1920,7296,50,99,8865
1920,7424,50,99,10487
1920,7552,50,99,9284
1920,7680,50,99,9866
1920,7808,50,98,8172
1920,7936,50,99,9889
1920,8064,50,98,10996
1920,8192,50,100,12322
2048,128,50,91,82
2048,256,50,95,181
2048,384,50,98,271
2048,512,50,98,378
2048,640,50,96,546
2048,768,50,95,606
2048,896,50,98,894
2048,1024,50,100,1101
2048,1152,50,99,902
2048,1280,50,95,1136
2048,1408,50,97,1109
2048,1536,50,95,912
2048,1664,50,95,1078
2048,1792,50,95,1168
2048,1920,50,96,1106
2048,2048,50,96,763
2048,2176,50,97,1294
2048,2304,50,99,1529
2048,2432,50,99,1716
2048,2560,50,98,2198
2048,2688,50,99,2172
2048,2816,50,99,2444
2048,2944,50,98,3026
2048,3072,50,98,3297
2048,3200,50,98,2863
2048,3328,50,98,3832
2048,3456,50,98,3602
2048,3584,50,99,3978
2048,3712,50,98,4350
2048,3840,50,100,4360
2048,3968,50,97,4653
2048,4096,50,98,4750
2048,4224,50,98,4927
2048,4352,50,98,4969
2048,4480,50,100,5041
2048,4608,50,98,5962
2048,4736,50,99,6434
2048,4864,50,100,6592
2048,4992,50,99,6551
2048,5120,50,99,6718
2048,5248,50,100,6634
2048,5376,50,98,6355
2048,5504,50,98,6909
2048,5632,50,100,7093
2048,5760,50,99,7407
2048,5888,50,99,8261
2048,6016,50,100,7063
2048,6144,50,99,9208
2048,6272,50,98,7545
2048,6400,50,99,6865
2048,6528,50,99,10020
2048,6656,50,99,8779
2048,6784,50,99,9572
2048,6912,50,99,10102
2048,7040,50,99,10602
2048,7168,50,100,7872
2048,7296,50,98,11675
2048,7424,50,99,11746
2048,7552,50,99,7553
2048,7680,50,98,9159
2048,7808,50,100,10208
2048,7936,50,100,10409
2048,8064,50,98,11708
2048,8192,50,100,10373
2176,128,50,90,89
2176,256,50,93,175
2176,384,50,95,267
2176,512,50,94,396
2176,640,50,98,567
2176,768,50,97,816
2176,896,50,98,874
2176,1024,50,97,894
2176,1152,50,97,1133
2176,1280,50,99,1185
2176,1408,50,96,1234
2176,1536,50,100,1294
2176,1664,50,95,1231
2176,1792,50,99,1381
2176,1920,50,98,1307
2176,2048,50,97,1016
2176,2176,50,100,969
2176,2304,50,99,1067
2176,2432,50,97,1411
2176,2560,50,98,1804
2176,2688,50,97,1970
2176,2816,50,98,2175
2176,2944,50,97,2536
2176,3072,50,99,2658
2176,3200,50,100,3216
2176,3328,50,98,2647
2176,3456,50,98,3167
2176,3584,50,97,3566
2176,3712,50,100,3625
2176,3840,50,100,3278
2176,3968,50,100,4377
2176,4096,50,100,5042
2176,4224,50,99,4136
2176,4352,50,98,5531
2176,4480,50,100,4957
2176,4608,50,99,4552
2176,4736,50,99,5839
2176,4864,50,97,5973
2176,4992,50,99,6590
2176,5120,50,100,7366
2176,5248,50,99,6129
2176,5376,50,100,5396
2176,5504,50,100,7682
2176,5632,50,99,6867
2176,5760,50,100,7050
2176,5888,50,99,7544
2176,6016,50,98,8394
2176,6144,50,95,8895
2176,6272,50,100,8794
2176,6400,50,98,9025
2176,6528,50,98,9546
2176,6656,50,97,8129
2176,6784,50,99,10718
2176,6912,50,98,9763
2176,7040,50,96,11001
2176,7168,50,98,10220
2176,7296,50,99,11689
2176,7424,50,98,10335
2176,7552,50,99,11504
2176,7680,50,100,10434
2176,7808,50,99,11575
2176,7936,50,98,13508
2176,8064,50,99,10931
2176,8192,50,99,13170
2304,128,50,86,90
2304,256,50,93,209
2304,384,50,96,350
2304,512,50,97,469
2304,640,50,98,630
2304,768,50,99,733
2304,896,50,96,1361
2304,1024,50,96,1453
2304,1152,50,94,1246
2304,1280,50,98,1603
2304,1408,50,97,1287
2304,1536,50,93,1579
2304,1664,50,98,1725
2304,1792,50,99,1650
2304,1920,50,99,1486
2304,2048,50,98,1498
2304,2176,50,96,1204
2304,2304,50,97,1125
2304,2432,50,98,1277
2304,2560,50,96,1863
2304,2688,50,99,2277
2304,2816,50,100,2729
2304,2944,50,98,2603
2304,3072,50,97,3208
2304,3200,50,98,3668
2304,3328,50,98,3371
2304,3456,50,99,4149
2304,3584,50,100,4016
2304,3712,50,99,4614
2304,3840,50,98,4824
2304,3968,50,99,5318
2304,4096,50,94,3822
2304,4224,50,100,5195
2304,4352,50,97,4785
2304,4480,50,97,4560
2304,4608,50,98,6489
2304,4736,50,99,5274
2304,4864,50,99,7575
2304,4992,50,99,7141
2304,5120,50,99,6446
2304,5248,50,99,7064
2304,5376,50,98,7318
2304,5504,50,100,8301
2304,5632,50,98,8849
2304,5760,50,100,7848
2304,5888,50,100,9674
2304,6016,50,99,8648
2304,6144,50,99,9921
2304,6272,50,99,7301
2304,6400,50,100,10643
2304,6528,50,98,8876
2304,6656,50,97,10960
2304,6784,50,99,11297
2304,6912,50,98,11047
2304,7040,50,100,10994
2304,7168,50,99,11183
2304,7296,50,99,8131
2304,7424,50,99,13711
2304,7552,50,98,11081
2304,7680,50,99,10461
2304,7808,50,98,14518
2304,7936,50,100,8888
2304,8064,50,99,7971
2304,8192,50,98,13579
2432,128,50,88,101
2432,256,50,92,210
2432,384,50,95,360
2432,512,50,94,502
2432,640,50,96,660
2432,768,50,98,911
2432,896,50,96,1132
2432,1024,50,94,1302
2432,1152,50,98,1637
2432,1280,50,97,1669
2432,1408,50,96,1581
2432,1536,50,97,1668
2432,1664,50,97,2034
2432,1792,50,96,1679
2432,1920,50,97,1818
2432,2048,50,95,1553
2432,2176,50,100,1835
2432,2304,50,98,1776
2432,2432,50,99,1604
2432,2560,50,98,1985
2432,2688,50,100,2077
2432,2816,50,97,2459
2432,2944,50,99,3083
2432,3072,50,98,3286
2432,3200,50,99,3448
2432,3328,50,98,3936
2432,3456,50,100,3748
2432,3584,50,98,4402
2432,3712,50,99,3625
2432,3840,50,99,4212
2432,3968,50,98,5194
2432,4096,50,99,4194
2432,4224,50,94,5873
2432,4352,50,98,5615
2432,4480,50,98,6315
2432,4608,50,98,6961
2432,4736,50,98,6082
2432,4864,50,100,5811
2432,4992,50,99,7224
2432,5120,50,97,7270
2432,5248,50,99,8743
2432,5376,50,98,8227
2432,5504,50,98,8008
2432,5632,50,99,8728
2432,5760,50,100,9552
2432,5888,50,98,8239
2432,6016,50,98,9487
2432,6144,50,98,9675
2432,6272,50,99,7729
2432,6400,50,98,10911
2432,6528,50,99,9104
2432,6656,50,97,10152
2432,6784,50,98,11529
2432,6912,50,100,11797
2432,7040,50,99,9936
2432,7168,50,100,12709
2432,7296,50,99,12480
128,128,30,45,1
128,256,30,50,4
128,384,30,51,8
128,512,30,52,10
128,640,30,54,15
128,768,30,54,17
128,896,30,55,21
128,1024,30,54,21
128,1152,30,53,26
128,1280,30,55,24
128,1408,30,56,29
128,1536,30,56,30
128,1664,30,55,38
128,1792,30,56,36
128,1920,30,55,43
128,2048,30,56,46
128,2176,30,54,44
128,2304,30,56,51
128,2432,30,55,51
128,2560,30,55,52
128,2688,30,60,78
128,2816,30,60,84
128,2944,30,60,87
128,3072,30,60,92
128,3200,30,60,94
128,3328,30,60,116
128,3456,30,58,122
128,3584,30,59,122
128,3712,30,60,122
128,3840,30,60,128
128,3968,30,60,147
128,4096,30,57,116
128,4224,30,56,121
128,4352,30,57,129
128,4480,30,56,130
128,4608,30,56,128
128,4736,30,57,156
128,4864,30,56,139
128,4992,30,57,168
128,5120,30,57,157
128,5248,30,57,155
128,5376,30,57,169
128,5504,30,57,160
128,5632,30,56,174
128,5760,30,56,176
128,5888,30,56,203
128,6016,30,55,217
128,6144,30,57,226
128,6272,30,57,230
128,6400,30,54,190
128,6528,30,54,180
128,6656,30,54,224
128,6784,30,56,234
128,6912,30,56,246
128,7040,30,56,257
128,7168,30,57,279
128,7296,30,57,282
128,7424,30,54,271
128,7552,30,55,277
128,7680,30,56,282
128,7808,30,56,282
128,7936,30,58,300
128,8064,30,58,360
128,8192,30,55,324
256,128,30,52,5
256,256,30,52,6
256,384,30,53,16
256,512,30,52,21
256,640,30,57,29
256,768,30,57,38
256,896,30,56,44
256,1024,30,56,48
256,1152,30,58,59
256,1280,30,58,70
256,1408,30,58,79
256,1536,30,57,84
256,1664,30,58,96
256,1792,30,57,100
